2018-4-17-10-32-12-703.pcd,-6.7176452317996649e-01,3.2193125397560451e-01,5.3841928767561581e-02,2.1822252762624341e+00,-2.1217823564344971e+00,2.2546175195045748e-01,0,0
2018-4-17-10-32-31-574.pcd,-7.2897936238229577e-01,3.2187633701488488e-01,5.3855131647972287e-02,2.7745086655820610e+00,-1.3627753070366360e+00,2.6068039352803624e-01,0,1
2018-4-17-10-32-49-766.pcd,-5.9620670234497741e-01,3.5913208012189063e-01,5.3899593683729853e-02,2.6261387615459144e+00,-1.2538094844914687e+00,-2.9098471682790361e-01,0,2
2018-4-17-10-33-19-842.pcd,-5.2141395723678519e-01,2.4570017055830864e-01,5.3848117040521358e-02,1.4602650354710285e+00,-2.6756451105473191e+00,-5.2849210324750584e-01,0,3
2018-4-17-10-33-41-607.pcd,-4.6465027358710942e-01,1.8212096242341605e-01,5.3878502683500459e-02,1.3815837524448136e+00,-2.5836221915170445e+00,-5.9598267681722583e-01,0,4
2018-4-17-10-34-10-271.pcd,-5.1782421624816133e-01,2.7430239479916213e-01,-1.2036009761699394e-04,1.8474865994251579e+00,-2.2488160786482005e+00,-2.8944708408952319e-02,0,5
2018-4-17-10-35-16-851.pcd,-6.1700070620460123e-01,3.8469251276440225e-01,2.1224867164786387e-01,1.8474873608423468e+00,-2.2486951089636391e+00,-2.8853421749059575e-02,1,6
2018-4-17-10-35-36-650.pcd,-7.5819685527623693e-01,3.8475017418540741e-01,2.1225223541354729e-01,2.0800296100298112e+00,-2.3051148949632170e+00,2.8531639129218878e-01,1,7
2018-4-17-10-35-57-58.pcd,-7.7699178517229261e-01,4.0871315857649615e-01,2.1221873991873130e-01,-2.3822664203697679e+00,2.0263530856904821e+00,-2.8981067982217334e-01,1,8
2018-4-17-10-36-10-725.pcd,-7.7703733886029980e-01,4.0868886843829172e-01,2.1227845310913959e-01,2.2836671517692531e+00,-1.9128317627219511e+00,-1.3087067054754166e-02,1,9
2018-4-17-10-36-32-945.pcd,-6.6543943911927517e-01,4.0867253017167271e-01,2.1229702144280621e-01,1.3041452830074778e+00,-2.6014110222135560e+00,-6.8706256154090040e-02,1,10
2018-4-17-10-36-50-38.pcd,-6.6539748545776312e-01,4.0867135718295827e-01,1.4944923205528951e-01,9.4423017457994030e-01,-2.8442629542115525e+00,-2.3839067959299635e-02,1,11
2018-4-17-10-38-20-745.pcd,-6.8503664005290088e-01,4.1746961668792437e-01,2.5950097329743804e-01,1.2373119490349478e+00,-2.0647087053533402e+00,-3.6679185438841100e-01,2,12
2018-4-17-10-38-35-859.pcd,-6.8499874787424253e-01,4.1751630400696343e-01,1.9943293566899817e-01,1.4380051251860568e+00,-2.0575973377295718e+00,-7.5605021110727422e-01,2,13
2018-4-17-10-38-52-113.pcd,-6.8504285666147702e-01,2.8147810207226481e-01,1.9944094908304807e-01,1.4412000929918634e+00,-1.9720850127374507e+00,-9.6875770692080487e-01,2,14
2018-4-17-10-39-18-226.pcd,-6.1261212731213577e-01,2.8148846639743530e-01,1.8311560085358125e-01,6.3338542740518111e-01,-2.1336778714339757e+00,-6.7163104019818276e-01,2,15
2018-4-17-10-39-43-539.pcd,-6.6048328137353252e-01,1.3092903480621540e-01,8.9223560566399629e-02,4.3147411386761464e-01,-2.1519507771824533e+00,-9.9646106097716736e-01,2,16
2018-4-17-10-40-6-99.pcd,-6.6699418095092378e-01,1.2956475700979331e-01,4.7233228188105034e-02,6.4493827898765943e-01,-2.4131249629325495e+00,-1.0282025542881621e+00,2,17
2018-4-17-10-42-25-81.pcd,-6.7009061860935060e-01,2.2159066520622750e-01,3.3313396156002190e-01,-1.6334105967537362e+00,2.1129492331773245e+00,9.6050232959519755e-01,3,18
2018-4-17-10-42-52-755.pcd,-6.1851923662597907e-01,3.0758488804190315e-01,3.3319455842193252e-01,-2.1323180246528288e+00,1.7949811217690117e+00,1.0755752801171248e+00,3,19
2018-4-17-10-43-18-615.pcd,-6.7491246282782913e-01,2.7585791963352130e-01,3.0472244845408819e-01,-2.1008682165438786e+00,1.3594131881149918e+00,9.9948373036125648e-01,3,20
2018-4-17-10-43-38-100.pcd,-6.7709684378743873e-01,2.6814987341740382e-01,2.1013960844144661e-01,-2.2757746825324983e+00,1.2516668130192392e+00,8.0496269205704063e-01,3,21
2018-4-17-10-44-1-680.pcd,-5.7611162499665602e-01,2.5990041208842418e-01,2.2180859543497300e-01,-1.9417839318289443e+00,2.1466008833054961e+00,1.0891518807302525e+00,3,22
2018-4-17-10-44-39-151.pcd,-6.5278495810398118e-01,2.1302053383076239e-01,2.6761605598080074e-01,-1.4853940104814598e+00,1.8924423583826593e+00,1.2923515808350352e+00,3,23
2018-4-17-10-46-53-587.pcd,5.6769381956410072e-03,-6.8648039812661410e-01,2.2354664381216238e-01,2.4861021726042321e+00,2.7703447981599855e-01,-4.4023082158475096e-01,4,24
2018-4-17-10-47-18-842.pcd,-8.9128759092193047e-02,-6.8649541555871307e-01,2.2357536967665850e-01,2.4310406885141211e+00,-3.8186863090527123e-01,-2.1321768355602691e-01,4,25
2018-4-17-10-47-35-743.pcd,-6.4317433378426228e-02,-6.8564073583461904e-01,2.1935797411517072e-01,2.4428787512893169e+00,-7.0734428745321198e-01,2.5497790007351095e-01,4,26
2018-4-17-10-47-56-33.pcd,-1.4314013001921708e-01,-6.2384110548527738e-01,1.5671097631107264e-01,2.2356946057239351e+00,-6.4669556534748307e-01,3.2264155332799305e-01,4,27
